what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553593811491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553593816476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553593816585
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593816694
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593816804
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593819163
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553593820398
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593822706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553593823597
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593824581
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553593830270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553593874551
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593882131
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593884418
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1553593893513
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553593895889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553593948695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553593975538
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594003532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594055647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594124335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594125647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594128695
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594159652
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553594161308
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553594163465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594166293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594167246
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594167419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594170278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594171075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594171200
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1553594175685
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594177435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594179295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594179482
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594183217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594191577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594211077
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553594212765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594219953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594228470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594241067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594249920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594271286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553594275834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594287195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594327030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594334345
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594335784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594336674
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594357006
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594362970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594372143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594374941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594375128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594378160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594378989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594379160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594382973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594390632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594393852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594396072
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594396259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594396431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594396587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594396775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594396947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594397369
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594408339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594409198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594409370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553594412621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594419434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594421340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594421497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594421668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594421840
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594422012
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594422184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594422388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594427825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594428904
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594429044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594448078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594450188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594450422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594451235
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594451391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594451548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594451704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594451876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594452360
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594470987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594489521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594494522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594499164
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594502774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594502945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594503102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594503274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594503446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594503649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594503914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594515246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1553594516887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594523555
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594525165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594525274
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594525446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594525602
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594525759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594525915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594526087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594549918
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594550074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594560390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594560562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594579414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594579537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594582601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594594857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553594597092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594602592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594620096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594631582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1553594640256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1553594660971
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594662378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594662550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594679991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553594686148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594687851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1553594692243
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553594706637
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1553594708387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1553594720187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1553594724016
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1553594726298
